                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2942,                0.71869,                0.98577,                 1.6186,             0.00023787,             0.00023787,             0.00023787
                      2,                0.86172,                0.76025,                0.99028,                 1.5745,             0.00024031,             0.00024031,             0.00024031
